행정구역,구,동,총인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
서울특별시,용산구,한강로동,"20,864","1,173",944,"2,849","4,929","2,868","3,092","2,804","1,386",690,126,3
서울특별시,용산구,이촌제1동,"24,872","2,026","2,586","2,451","2,954","4,087","4,388","3,163","1,758","1,161",290,8
서울특별시,용산구,이촌제2동,"7,735",399,428,724,"1,342","1,137","1,171","1,261",791,405,75,2
서울특별시,용산구,이태원제1동,"5,865",182,233,701,"1,183",766,851,972,587,318,71,1
서울특별시,용산구,이태원제2동,"8,365",287,420,"1,103","1,666","1,258","1,221","1,156",717,462,74,1
서울특별시,용산구,한남동,"13,716",817,871,"1,388","2,417","2,372","2,192","1,816","1,164",579,98,2
서울특별시,용산구,서빙고동,"12,119",614,"1,294","1,411","1,432","2,020","2,035","1,739",890,526,150,8
서울특별시,용산구,보광동,"6,569",146,326,698,"1,003",875,"1,166","1,255",713,327,60,0
서울특별시,성동구,,"274,695","15,651","17,131","37,644","48,439","39,575","42,769","38,520","22,448","10,897","1,591",30
서울특별시,성동구,왕십리제2동,"15,713",930,"1,000","1,970","2,946","2,242","2,478","2,204","1,284",575,83,1
서울특별시,성동구,왕십리도선동,"25,538","1,794","1,646","3,503","4,456","3,820","4,041","3,316","1,847",963,150,2
서울특별시,성동구,마장동,"21,407",869,"1,312","3,971","3,459","2,449","3,224","3,101","1,944",935,142,1
서울특별시,성동구,사근동,"11,880",247,682,"4,907","1,623",994,"1,255","1,012",685,439,36,0
서울특별시,성동구,행당제1동,"15,550",960,"1,068","2,204","2,898","2,311","2,400","1,961","1,094",568,83,3
서울특별시,성동구,행당제2동,"22,329","1,489","1,778","2,328","3,524","3,338","3,834","3,034","1,907",943,149,5
서울특별시,성동구,응봉동,"14,409",905,"1,343","1,496","2,135","2,374","2,494","1,787","1,157",630,88,0
서울특별시,성동구,금호1가동,"14,281",947,"1,007","1,329","2,257","2,421","2,223","2,081","1,330",573,110,3
서울특별시,성동구,금호2.3가동,"20,527","1,349","1,133","2,069","3,736","3,272","3,239","2,909","1,812",883,120,5
서울특별시,성동구,금호4가동,"13,855","1,052",906,"1,125","2,430","2,423","2,088","1,905","1,237",589,97,3
서울특별시,성동구,옥수동,"25,146","2,150","1,644","2,174","4,559","4,363","3,704","3,426","1,991",965,167,3
서울특별시,성동구,성수1가제1동,"14,886",738,795,"1,916","2,886","1,929","2,545","2,461","1,099",455,61,1
서울특별시,성동구,성수1가제2동,"13,912",769,769,"1,816","2,892","2,055","2,167","1,903","1,020",465,56,0
서울특별시,성동구,성수2가제1동,"13,664",482,640,"1,559","2,300","1,731","2,264","2,710","1,341",558,79,0
서울특별시,성동구,성수2가제3동,"9,466",341,463,"1,398","1,838","1,240","1,453","1,404",832,438,58,1
서울특별시,성동구,송정동,"9,097",292,426,"1,234","1,590","1,207","1,485","1,617",859,344,42,1
서울특별시,성동구,용답동,"13,035",337,519,"2,645","2,910","1,406","1,875","1,689","1,009",574,70,1
서울특별시,광진구,,"330,933","13,446","22,815","54,622","56,792","45,960","51,138","45,773","26,769","11,773","1,800",45
서울특별시,광진구,화양동,"22,724",270,630,"9,783","4,906","1,929","1,898","1,555","1,146",543,62,2
서울특별시,광진구,군자동,"18,417",506,897,"3,976","3,443","2,349","2,439","2,474","1,509",727,94,3
서울특별시,광진구,중곡제1동,"14,856",440,637,"2,454","3,132","1,877","2,187","2,203","1,259",592,74,1
서울특별시,광진구,중곡제2동,"19,753",611,"1,162","2,968","3,584","2,592","3,154","3,088","1,791",714,88,1
서울특별시,광진구,중곡제3동,"15,155",496,725,"2,052","2,796","1,854","2,426","2,567","1,502",664,72,1
서울특별시,광진구,중곡제4동,"26,776",808,"1,518","3,388","4,126","3,259","4,717","4,853","2,806","1,156",141,4
서울특별시,광진구,능동,"10,788",345,494,"2,072","2,417","1,542","1,421","1,232",838,386,41,0
서울특별시,광진구,광장동,"32,947","2,340","5,016","3,488","3,293","6,420","5,836","3,619","1,845",887,199,4
서울특별시,광진구,자양제1동,"21,493",584,"1,270","3,629","3,994","2,923","3,328","3,051","1,769",832,110,3
서울특별시,광진구,자양제2동,"26,398","1,553","1,837","3,374","4,936","3,827","4,081","3,653","2,160",848,127,2
서울특별시,광진구,자양제3동,"26,640","1,695","2,315","3,245","3,815","4,082","4,338","3,828","2,121",962,229,10
서울특별시,광진구,자양제4동,"19,842",645,831,"3,053","3,793","2,432","3,024","3,125","1,987",805,144,3
서울특별시,광진구,구의제1동,"22,821",671,"1,196","4,446","4,609","3,059","3,452","2,909","1,622",744,107,6
서울특별시,광진구,구의제2동,"24,806","1,059","1,955","3,031","3,495","3,658","4,344","3,831","2,303",981,146,3
서울특별시,광진구,구의제3동,"27,517","1,423","2,332","3,663","4,453","4,157","4,493","3,785","2,111",932,166,2
서울특별시,동대문구,,"348,620","17,752","22,771","55,094","54,791","48,081","52,663","48,814","31,354","15,119","2,130",51
서울특별시,동대문구,신설동,"16,353",789,825,"3,064","3,496","2,279","2,277","1,947","1,090",519,66,1
서울특별시,동대문구,용두동,"22,602",937,"1,065","3,719","3,903","3,173","3,488","3,154","2,001","1,008",150,4
서울특별시,동대문구,제기동,"22,202",667,"1,056","4,210","3,147","2,341","3,274","3,476","2,511","1,328",188,4
서울특별시,동대문구,전농제1동,"32,172","1,767","2,100","4,568","4,820","4,546","5,269","4,682","2,811","1,387",215,7
서울특별시,동대문구,전농제2동,"17,311",869,"1,404","1,782","2,193","2,357","2,998","2,862","1,794",931,117,4
서울특별시,동대문구,답십리제1동,"27,203","1,946","1,926","3,505","4,907","4,512","3,866","3,468","1,987",939,145,2
서울특별시,동대문구,답십리제2동,"27,294","1,497","1,608","2,834","4,521","3,636","4,352","4,457","2,835","1,372",179,3
서울특별시,동대문구,장안제1동,"37,031","1,723","2,464","4,611","5,973","5,733","5,730","5,646","3,548","1,418",180,5
서울특별시,동대문구,장안제2동,"32,776","2,271","2,880","3,513","4,873","5,602","5,051","4,492","2,842","1,116",134,2
서울특별시,동대문구,청량리동,"17,925",499,824,"1,957","2,125","1,953","2,793","3,641","2,601","1,289",237,6
서울특별시,동대문구,회기동,"10,080",271,645,"3,365","1,493","1,051","1,180",910,676,416,71,2
서울특별시,동대문구,휘경제1동,"16,653",967,900,"3,871","3,223","2,045","2,162","1,690","1,117",597,78,3
서울특별시,동대문구,휘경제2동,"23,505",833,"1,805","5,445","3,097","2,844","3,360","2,993","2,072",924,129,3
서울특별시,동대문구,이문제1동,"27,553","1,849","1,917","6,298","4,768","3,663","3,764","2,691","1,570",900,132,1
서울특별시,동대문구,이문제2동,"17,960",867,"1,352","2,352","2,252","2,346","3,099","2,705","1,899",975,109,4
서울특별시,중랑구,,"376,920","16,553","23,097","44,865","58,787","50,689","61,729","64,200","38,260","16,389","2,291",60
서울특별시,중랑구,면목제2동,"22,988",803,"1,290","2,480","3,368","3,043","4,018","4,330","2,409","1,096",145,6
서울특별시,중랑구,면목제4동,"17,493",694,"1,035","1,914","2,452","2,421","3,055","2,965","1,989",881,83,4
서울특별시,중랑구,면목제5동,"14,020","1,004",935,"1,358","2,135","2,328","2,299","2,173","1,228",498,61,1
서울특별시,중랑구,면목본동,"31,644",915,"1,477","4,167","5,328","4,002","5,518","5,459","3,186","1,414",175,3
서울특별시,중랑구,면목제7동,"20,524",855,"1,007","2,320","3,261","2,644","3,388","3,666","2,328",905,148,2
서울특별시,중랑구,면목제3.8동,"23,442",757,"1,107","2,864","3,493","2,883","4,065","4,371","2,638","1,118",143,3
서울특별시,중랑구,상봉제1동,"22,822","1,287","1,643","2,697","3,492","3,095","3,679","3,952","1,968",892,115,2
서울특별시,중랑구,상봉제2동,"21,352",634,681,"4,295","5,277","2,503","2,804","2,772","1,622",667,93,4
서울특별시,중랑구,중화제1동,"17,830",723,"1,077","1,945","2,972","2,337","2,741","3,180","1,979",787,85,4
서울특별시,중랑구,중화제2동,"25,568",993,"1,037","3,129","4,172","3,261","4,261","4,672","2,677","1,210",155,1
서울특별시,중랑구,묵제1동,"32,920","1,454","2,799","4,306","4,459","4,780","5,509","4,933","3,157","1,339",182,2
서울특별시,중랑구,묵제2동,"17,601",660,955,"2,208","2,591","2,335","2,977","2,976","1,952",832,114,1
서울특별시,중랑구,망우본동,"37,977","2,561","2,323","3,995","6,496","5,543","5,615","6,154","3,578","1,466",238,8
서울특별시,중랑구,망우제3동,"15,156",449,780,"1,635","1,995","1,776","2,777","3,072","1,796",746,129,1
서울특별시,중랑구,신내1동,"36,604","1,889","3,646","3,727","4,526","5,151","5,922","6,218","3,625","1,621",268,11
서울특별시,중랑구,신내2동,"18,979",875,"1,305","1,825","2,770","2,587","3,101","3,307","2,128",917,157,7
서울특별시,성북구,,"422,146","21,357","33,746","62,354","56,864","59,627","70,765","58,609","37,400","18,566","2,792",66
서울특별시,성북구,성북동,"15,458",517,960,"2,317","2,528","2,018","2,637","2,164","1,360",803,147,7
서울특별시,성북구,삼선동,"21,669",678,"1,465","4,025","3,034","2,718","3,780","2,895","1,830","1,101",139,4
서울특별시,성북구,동선동,"14,721",327,804,"4,600","2,410","1,661","1,849","1,458",947,570,90,5
서울특별시,성북구,돈암제1동,"13,728",599,953,"1,685","1,814","1,694","2,442","2,294","1,438",695,113,1
서울특별시,성북구,돈암제2동,"22,900","1,471","2,459","2,531","2,692","3,597","4,256","3,153","1,726",829,181,5
서울특별시,성북구,안암동,"15,398",351,713,"5,777","2,159","1,386","1,863","1,513",967,570,98,1
서울특별시,성북구,보문동,"15,764",813,945,"2,384","2,744","2,205","2,643","2,115","1,220",595,99,1
서울특별시,성북구,정릉제1동,"17,518","1,043","1,628","2,126","2,229","2,696","2,989","2,315","1,590",790,112,0
서울특별시,성북구,정릉제2동,"21,585","1,022","1,472","2,744","2,857","2,868","3,729","3,420","2,220","1,083",165,5
서울특별시,성북구,정릉제3동,"13,714",349,783,"3,338","1,626","1,336","1,959","2,002","1,439",764,118,0
서울특별시,성북구,정릉제4동,"23,520","1,004","1,752","2,932","2,791","3,199","4,242","3,712","2,493","1,213",174,8
서울특별시,성북구,길음제1동,"35,458","2,631","5,203","3,461","3,781","6,826","6,385","3,472","2,370","1,176",151,2
서울특별시,성북구,길음제2동,"21,331","1,774","2,094","2,453","2,782","3,692","3,713","2,547","1,544",621,108,3
서울특별시,성북구,종암동,"36,744","1,763","3,128","5,247","4,587","5,183","6,191","5,270","3,261","1,775",330,9
서울특별시,성북구,월곡제1동,"24,588","1,379","2,264","2,554","3,051","3,764","4,226","3,615","2,413","1,189",128,5
서울특별시,성북구,월곡제2동,"18,335",668,"1,193","3,240","2,629","2,238","2,842","2,667","1,805",899,152,2
서울특별시,성북구,장위제1동,"22,713","1,213","1,686","2,685","3,137","3,218","4,012","3,665","2,047",937,113,0
서울특별시,성북구,장위제2동,"15,625",697,858,"1,920","2,576","2,000","2,588","2,411","1,704",753,116,2
서울특별시,성북구,장위제3동,"18,650","1,664","1,531","2,162","2,800","3,147","3,050","2,420","1,314",489,72,1
서울특별시,성북구,석관동,"32,727","1,394","1,855","4,173","4,637","4,181","5,369","5,501","3,712","1,714",186,5
서울특별시,강북구,,"278,750","9,536","17,801","34,030","34,325","36,131","48,619","47,647","32,470","16,097","2,053",41
서울특별시,강북구,삼양동,"24,456","1,014","1,715","2,841","2,977","3,249","4,449","4,165","2,649","1,235",160,2
서울특별시,강북구,미아동,"20,161",421,979,"3,225","2,706","2,349","3,330","3,587","2,273","1,155",133,3
서울특별시,강북구,송중동,"27,368","1,044","1,708","3,354","3,536","3,661","4,748","4,695","3,027","1,425",169,1
서울특별시,강북구,송천동,"22,153",621,"1,154","2,362","2,670","2,703","3,925","4,359","2,880","1,329",146,4
서울특별시,강북구,삼각산동,"29,922","1,925","3,563","3,133","3,137","5,053","5,697","3,751","2,407","1,098",156,2
서울특별시,강북구,번1동,"16,009",401,725,"2,595","2,390","2,136","2,648","2,514","1,713",786,97,4
서울특별시,강북구,번2동,"14,290",375,761,"1,522","1,578","1,745","2,421","2,651","2,050","1,063",120,4
서울특별시,강북구,번3동,"15,525",552,995,"1,435","1,590","1,728","2,677","2,699","2,381","1,327",140,1
서울특별시,강북구,수유1동,"19,262",578,"1,134","2,476","2,601","2,402","3,156","3,441","2,255","1,060",157,2
서울특별시,강북구,수유2동,"19,914",677,"1,129","2,285","2,258","2,399","3,546","3,583","2,493","1,350",190,4
서울특별시,강북구,수유3동,"22,371",431,906,"3,750","3,385","2,696","3,825","3,685","2,377","1,175",139,2
서울특별시,강북구,우이동,"19,300",634,"1,235","2,040","2,207","2,449","3,413","3,388","2,405","1,341",185,3
서울특별시,강북구,인수동,"28,019",863,"1,797","3,012","3,290","3,561","4,784","5,129","3,560","1,753",261,9
서울특별시,도봉구,,"299,545","11,731","21,157","33,122","37,202","39,550","51,922","53,183","33,402","15,838","2,366",72
서울특별시,도봉구,창제1동,"23,297",947,"1,766","2,633","3,169","3,258","4,100","3,730","2,332","1,193",163,6
서울특별시,도봉구,창제2동,"27,503","1,070","1,846","3,279","3,790","3,719","4,781","4,668","2,840","1,340",166,4
서울특별시,도봉구,창제3동,"12,714",392,876,"1,308","1,422","1,692","2,364","2,348","1,480",737,90,5
서울특별시,도봉구,창제4동,"25,897","1,255","2,142","3,195","3,590","3,607","4,577","4,123","2,162","1,042",200,4
서울특별시,도봉구,창제5동,"23,279","1,010","1,600","2,837","3,367","3,036","3,964","3,928","2,295","1,048",188,6
서울특별시,도봉구,도봉제1동,"19,431",459,959,"1,793","1,992","2,238","3,362","3,922","3,020","1,486",196,4
서울특별시,도봉구,도봉제2동,"25,507","1,232","1,364","2,357","3,236","3,298","4,010","4,721","3,515","1,543",220,11
서울특별시,도봉구,쌍문제1동,"20,448",749,"1,378","2,530","2,328","2,561","3,603","3,536","2,340","1,251",165,7
서울특별시,도봉구,쌍문제2동,"17,319",617,"1,068","1,871","2,239","2,289","2,986","3,155","2,010",913,168,3
서울특별시,도봉구,쌍문제3동,"15,915",540,856,"2,078","2,290","2,123","2,615","2,667","1,738",912,93,3
서울특별시,도봉구,쌍문제4동,"17,631",792,"1,741","1,867","2,036","2,497","3,088","3,108","1,667",707,127,1
서울특별시,도봉구,방학제1동,"27,626",959,"2,031","3,147","3,110","3,650","4,986","5,037","3,103","1,400",196,7
서울특별시,도봉구,방학제2동,"17,610",493,"1,071","1,787","1,863","2,111","3,264","3,507","2,235","1,144",134,1
서울특별시,도봉구,방학제3동,"25,368","1,216","2,459","2,440","2,770","3,471","4,222","4,733","2,665","1,122",260,10
서울특별시,노원구,,"482,461","22,746","43,825","60,581","61,089","68,741","83,777","72,411","45,075","20,658","3,472",86
서울특별시,노원구,월계1동,"20,058",748,"1,342","3,583","2,396","2,550","3,226","3,001","2,130",963,114,5
서울특별시,노원구,월계2동,"24,759","1,125","1,840","2,477","2,686","3,467","4,213","4,322","3,097","1,299",228,5
서울특별시,노원구,월계3동,"27,780","1,511","1,715","2,744","4,395","3,789","4,363","4,448","3,164","1,425",221,5
서울특별시,노원구,공릉1동,"35,125","1,219","2,255","6,310","4,891","4,616","5,303","5,376","3,507","1,442",201,5
서울특별시,노원구,공릉2동,"40,594","2,531","3,926","6,631","5,408","6,162","6,426","5,100","2,945","1,254",210,1
서울특별시,노원구,하계1동,"25,132",803,"2,494","4,190","2,705","2,943","4,574","3,895","2,276","1,042",202,8
서울특별시,노원구,하계2동,"19,547","1,084","2,210","2,226","2,413","3,089","3,519","2,851","1,385",649,120,1
서울특별시,노원구,중계본동,"22,232","1,019","4,029","2,650","1,667","3,993","4,479","2,608","1,147",530,106,4
서울특별시,노원구,중계1동,"25,905","1,551","5,133","2,512","1,860","5,476","4,891","2,625","1,180",577,99,1
서울특별시,노원구,중계4동,"18,594",775,"1,816","2,070","1,779","2,562","3,550","2,807","2,026","1,031",175,3
서울특별시,노원구,중계2.3동,"31,414","1,252","2,401","3,282","3,914","4,193","5,427","4,943","3,681","1,981",334,6
서울특별시,노원구,상계1동,"35,932","1,502","2,737","4,104","4,301","4,630","6,359","6,512","3,850","1,667",262,8
서울특별시,노원구,상계2동,"18,547",567,"1,400","2,591","2,211","2,260","3,566","3,206","1,802",800,140,4
서울특별시,노원구,상계3.4동,"26,558","1,160","2,030","2,784","2,703","3,463","4,893","4,717","3,062","1,556",184,6
서울특별시,노원구,상계5동,"22,099",648,"1,527","2,513","2,542","2,635","4,183","3,976","2,521","1,308",240,6
서울특별시,노원구,상계6.7동,"30,291","1,577","2,379","3,630","4,867","4,296","5,333","4,319","2,501","1,138",243,8
서울특별시,노원구,상계8동,"21,239","1,770","1,601","2,156","4,745","3,333","3,003","2,281","1,570",661,118,1
서울특별시,노원구,상계9동,"18,945",876,"1,561","2,122","2,691","2,665","3,408","2,851","1,836",778,151,6
서울특별시,노원구,상계10동,"17,710","1,028","1,429","2,006","2,915","2,619","3,061","2,573","1,395",557,124,3
서울특별시,은평구,,"454,860","20,290","33,520","55,567","66,789","64,403","76,701","69,024","44,266","21,250","2,977",73
서울특별시,은평구,녹번동,"35,126","1,680","2,032","4,041","5,486","4,983","5,714","5,505","3,639","1,791",251,4
서울특별시,은평구,불광제1동,"34,153","1,433","2,107","4,154","5,106","4,554","5,637","5,578","3,461","1,827",292,4
서울특별시,은평구,불광제2동,"26,198",616,"1,317","3,412","3,841","3,117","4,448","4,711","3,026","1,537",168,5
서울특별시,은평구,갈현제1동,"13,992",362,867,"1,869","2,082","1,788","2,380","2,329","1,529",695,87,4
서울특별시,은평구,갈현제2동,"26,737",798,"2,012","3,508","3,652","3,632","4,815","4,262","2,673","1,224",160,1
서울특별시,은평구,구산동,"30,618","1,037","2,327","3,678","3,830","4,086","5,587","5,169","3,234","1,471",194,5
서울특별시,은평구,대조동,"26,990",770,"1,278","4,508","5,339","3,271","4,010","3,744","2,520","1,370",177,3
서울특별시,은평구,응암제1동,"31,976","1,754","2,468","4,029","5,088","5,012","5,221","4,219","2,671","1,330",181,3
서울특별시,은평구,응암제2동,"26,767","2,331","2,695","2,237","3,896","5,275","4,156","3,095","2,021",930,128,3
서울특별시,은평구,응암제3동,"22,870",570,"1,152","2,904","3,316","2,827","3,673","3,912","2,761","1,528",220,7
서울특별시,은평구,역촌동,"44,436","1,661","3,064","5,203","6,466","6,437","7,587","7,024","4,609","2,124",255,6
서울특별시,은평구,신사제1동,"25,694",999,"1,662","3,148","3,765","3,468","4,391","4,234","2,628","1,229",167,3
서울특별시,은평구,신사제2동,"19,138",788,"1,379","2,136","2,828","2,661","3,151","3,177","2,051",839,124,4
서울특별시,은평구,증산동,"15,242",841,"1,100","1,826","2,168","2,089","2,708","2,232","1,520",667,88,3
서울특별시,은평구,수색동,"21,116","1,727","1,434","2,447","3,673","3,008","3,667","2,821","1,511",687,136,5
서울특별시,은평구,진관동,"53,807","2,923","6,626","6,467","6,253","8,195","9,556","7,012","4,412","2,001",349,13
서울특별시,서대문구,,"299,942","15,113","21,683","44,714","45,036","41,990","47,684","41,789","25,865","13,866","2,147",55
서울특별시,서대문구,천연동,"16,302",959,"1,174","1,778","2,394","2,226","2,826","2,463","1,481",845,154,2
서울특별시,서대문구,북아현동,"15,108","1,138",980,"1,753","2,830","2,393","2,418","1,955",999,549,90,3
서울특별시,서대문구,충현동,"19,194",880,"1,272","2,625","3,366","2,757","2,989","2,811","1,524",812,153,5
서울특별시,서대문구,신촌동,"20,200",383,881,"8,294","3,885","1,841","1,891","1,416",929,589,89,2
서울특별시,서대문구,연희동,"33,047","1,048","1,938","7,083","5,410","4,131","4,825","4,063","2,693","1,559",288,9
서울특별시,서대문구,홍제제1동,"24,312","1,210","1,651","2,823","3,596","3,346","4,255","3,699","2,340","1,233",157,2
서울특별시,서대문구,홍제제3동,"17,247",884,"1,043","2,048","2,394","2,223","2,930","2,725","1,775","1,079",144,2
서울특별시,서대문구,홍제제2동,"11,939",594,752,"1,291","1,816","1,442","2,045","2,087","1,186",636,88,2
서울특별시,서대문구,홍은제1동,"23,266","1,196","1,541","2,575","3,354","3,205","3,926","3,819","2,299","1,150",196,5
서울특별시,서대문구,홍은제2동,"27,189","1,185","2,086","3,596","3,811","3,760","4,600","4,214","2,450","1,284",195,8
서울특별시,서대문구,남가좌제1동,"16,928","1,734","2,030","1,443","2,229","3,393","2,523","1,822","1,082",581,89,2
서울특별시,서대문구,남가좌제2동,"28,403","1,950","2,526","3,820","3,812","4,633","4,391","3,442","2,401","1,246",176,6
서울특별시,서대문구,북가좌제1동,"17,199",973,"1,901","1,730","2,087","2,805","2,971","2,382","1,504",723,121,2
서울특별시,서대문구,북가좌제2동,"29,608",979,"1,908","3,855","4,052","3,835","5,094","4,891","3,202","1,580",207,5
서울특별시,마포구,,"357,232","18,168","25,687","54,339","64,551","54,473","55,803","42,695","25,593","13,652","2,224",47
서울특별시,마포구,아현동,"28,956","2,738","2,293","2,785","5,739","5,365","4,227","3,284","1,577",809,136,3
서울특별시,마포구,공덕동,"35,875","1,663","2,057","5,095","6,767","4,890","5,887","5,043","2,736","1,507",226,4
서울특별시,마포구,도화동,"20,225","1,148","1,397","2,344","3,641","2,811","3,183","2,950","1,620",937,192,2
서울특별시,마포구,용강동,"21,083","1,696","2,238","1,870","3,339","4,115","3,247","2,312","1,356",742,162,6
서울특별시,마포구,대흥동,"14,212",486,875,"3,490","2,468","1,851","2,119","1,520",830,496,72,5
서울특별시,마포구,염리동,"16,780","1,206","1,826","2,212","2,575","3,197","2,600","1,613",943,525,82,1
서울특별시,마포구,신수동,"21,905","1,281","1,744","3,210","3,399","3,333","3,818","2,598","1,549",840,129,4
서울특별시,마포구,서강동,"24,250","1,386","1,663","4,518","4,045","3,591","3,755","2,731","1,549",859,153,0
서울특별시,마포구,서교동,"23,477",579,963,"5,345","5,371","3,322","3,085","2,337","1,508",807,159,1
서울특별시,마포구,합정동,"15,602",488,706,"2,506","3,626","2,320","2,125","1,897","1,193",645,93,3
서울특별시,마포구,망원제1동,"18,426",584,922,"2,788","3,608","2,711","2,818","2,435","1,615",833,112,0
서울특별시,마포구,망원제2동,"17,204",665,"1,258","2,296","2,893","2,623","2,892","2,205","1,523",758,88,3
서울특별시,마포구,연남동,"13,762",416,607,"2,543","2,967","1,971","1,929","1,592","1,038",595,101,3
서울특별시,마포구,성산제1동,"18,301",564,"1,181","2,766","3,412","2,798","3,052","2,264","1,435",746,82,1
서울특별시,마포구,성산제2동,"38,075","1,636","2,598","6,429","7,063","5,030","5,861","4,555","3,048","1,589",258,8
서울특별시,마포구,상암동,"29,099","1,632","3,359","4,142","3,638","4,545","5,205","3,359","2,073",964,179,3
서울특별시,양천구,,"424,606","22,542","46,250","46,414","51,695","69,320","71,934","62,323","37,843","14,019","2,201",65
서울특별시,양천구,목1동,"29,950","2,298","5,132","2,685","2,555","6,493","5,128","3,114","1,796",652,96,1
서울특별시,양천구,목2동,"27,823","1,053","2,058","3,751","5,137","4,020","4,403","4,197","2,246",837,119,2
서울특별시,양천구,목3동,"20,668",911,"1,247","2,676","3,780","2,849","3,220","3,290","1,888",679,128,0
서울특별시,양천구,목4동,"23,594",877,"2,768","3,346","2,767","3,423","4,738","3,101","1,760",697,115,2
